settlement-id,transaction-type,order-id,posted-date,sku,quantity,product-sales,shipping-credits,promotional-rebates,selling-fees,fba-fees,other-transaction-fees,other,total
2026-STL-0415,Order,114-1002841-4264878,2026-04-15,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0415,Order,114-1002842-7097090,2026-04-15,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0415,Order,114-1002843-7848595,2026-04-15,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0415,Order,114-1003111-7485347,2026-04-15,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0415,Order,114-1003112-5931680,2026-04-15,PH-CHEW-BULLY-6,2,59.98,0.00,-0.00,-9.00,-9.20,0.00,0.00,41.78
2026-STL-0415,Order,114-1003113-9043979,2026-04-15,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0415,Order,114-1003114-9501309,2026-04-15,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0415,Order,114-1003374-6662173,2026-04-15,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0415,Order,114-1003375-1777764,2026-04-15,PH-TREAT-SALMON,2,37.98,0.00,-0.00,-5.70,-7.80,0.00,0.00,24.48
2026-STL-0415,Order,114-1003376-8155750,2026-04-15,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0415,Order,114-1003377-4236972,2026-04-15,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0415,Order,114-1003677-5443133,2026-04-15,PH-SHAMPOO-OAT,1,15.99,0.00,-0.00,-2.40,-3.95,0.00,0.00,9.64
2026-STL-0415,Order,114-1003678-9584911,2026-04-15,PH-SHAMPOO-OAT,1,15.99,0.00,-0.00,-2.40,-3.95,0.00,0.00,9.64
2026-STL-0415,Order,114-1003832-2938893,2026-04-15,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0415,Order,114-1003833-9634736,2026-04-15,PH-TOY-ROPE-L,1,13.99,0.00,-2.80,-1.68,-3.75,0.00,0.00,5.76
2026-STL-0415,Order,114-1004003-5397952,2026-04-15,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0415,Order,114-1004004-4360545,2026-04-15,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0415,Order,114-1004107-2673186,2026-04-15,PH-BRUSH-DBL,2,25.98,0.00,-0.00,-3.90,-6.90,0.00,0.00,15.18
2026-STL-0415,Order,114-1004247-9039487,2026-04-15,PH-DENTAL-30CT,2,43.98,0.00,-0.00,-6.60,-8.20,0.00,0.00,29.18
2026-STL-0415,Order,114-1004248-7668783,2026-04-15,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0416,Order,114-1000039-2188789,2026-04-16,PF-WHEY-CHOC,2,89.98,0.00,-9.00,-12.15,-12.20,0.00,0.00,56.63
2026-STL-0416,Order,114-1000040-3219824,2026-04-16,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0416,Order,114-1000041-5076817,2026-04-16,PF-WHEY-CHOC,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0416,Order,114-1000042-2626229,2026-04-16,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0416,Order,114-1000043-1908841,2026-04-16,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0416,Order,114-1000360-4121368,2026-04-16,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0416,Order,114-1000361-5391883,2026-04-16,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0416,Order,114-1000559-5990296,2026-04-16,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0416,Order,114-1000560-6254384,2026-04-16,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0416,Order,114-1000561-3371602,2026-04-16,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0416,Order,114-1000562-7437584,2026-04-16,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0416,Order,114-1000760-5371458,2026-04-16,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0416,Order,114-1000761-1900549,2026-04-16,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0416,Order,114-1000762-2194801,2026-04-16,PF-CREATINE-300,1,24.99,0.00,-2.50,-3.37,-4.05,0.00,0.00,15.07
2026-STL-0416,Order,114-1000763-7403346,2026-04-16,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0416,Order,114-1001083-4704361,2026-04-16,PF-BCAA-LEMON,1,27.99,0.00,-0.00,-4.20,-4.20,0.00,0.00,19.59
2026-STL-0416,Order,114-1001184-1486416,2026-04-16,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0416,Order,114-1001383-7148229,2026-04-16,PF-ELECTRO-CIT,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0416,Order,114-1001384-2800606,2026-04-16,PF-ELECTRO-CIT,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0416,Order,114-1001523-9165848,2026-04-16,GT-SERUM-VITC,2,57.98,0.00,-11.60,-6.96,-7.10,0.00,0.00,32.32
2026-STL-0416,Order,114-1001524-7626953,2026-04-16,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0416,Order,114-1001525-4201127,2026-04-16,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0416,Order,114-1001526-1449886,2026-04-16,GT-SERUM-VITC,1,28.99,0.00,-5.80,-3.48,-3.55,0.00,0.00,16.16
2026-STL-0416,Order,114-1001527-8311317,2026-04-16,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0416,Order,114-1001528-2444410,2026-04-16,GT-SERUM-VITC,2,57.98,0.00,-0.00,-8.70,-7.10,0.00,0.00,42.18
2026-STL-0416,Order,114-1001931-9313242,2026-04-16,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0416,Order,114-1001932-5190365,2026-04-16,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0416,Order,114-1001933-5866478,2026-04-16,GT-SERUM-HA,2,49.98,0.00,-5.00,-6.75,-7.10,0.00,0.00,31.13
2026-STL-0416,Order,114-1001934-7603872,2026-04-16,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0416,Order,114-1002241-5921482,2026-04-16,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0416,Order,114-1002242-1099872,2026-04-16,GT-MOIST-50ML,2,45.98,0.00,-0.00,-6.90,-7.20,0.00,0.00,31.88
2026-STL-0416,Order,114-1002243-1911778,2026-04-16,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0416,Order,114-1002438-2366240,2026-04-16,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0416,Order,114-1002590-7221849,2026-04-16,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0416,Refund,114-1002713-2120966,2026-04-16,GT-EYE-CREAM,-1,-26.99,0.00,0.00,3.24,0.00,0.00,0.00,-23.75
2026-STL-0416,Order,114-1002844-8889191,2026-04-16,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0416,Order,114-1002845-7914190,2026-04-16,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0416,Order,114-1002846-3629314,2026-04-16,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0416,Order,114-1003009-9178027,2026-04-16,GT-ROLLER-JADE,1,13.99,0.00,-0.00,-2.10,-3.40,0.00,0.00,8.49
2026-STL-0416,Order,114-1003010-2544323,2026-04-16,GT-ROLLER-JADE,1,13.99,0.00,-0.00,-2.10,-3.40,0.00,0.00,8.49
2026-STL-0416,Order,114-1003115-5523281,2026-04-16,PH-CHEW-BULLY-6,3,89.97,0.00,-0.00,-13.50,-13.80,0.00,0.00,62.67
2026-STL-0416,Order,114-1003116-7228817,2026-04-16,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0416,Order,114-1003117-8722401,2026-04-16,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0416,Order,114-1003378-2482766,2026-04-16,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0416,Order,114-1003379-8644182,2026-04-16,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0416,Order,114-1003380-3944538,2026-04-16,PH-TREAT-SALMON,2,37.98,0.00,-0.00,-5.70,-7.80,0.00,0.00,24.48
2026-STL-0416,Order,114-1003381-1873288,2026-04-16,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0416,Order,114-1003382-2824919,2026-04-16,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0416,Order,114-1003383-3392360,2026-04-16,PH-TREAT-SALMON,2,37.98,0.00,-0.00,-5.70,-7.80,0.00,0.00,24.48
2026-STL-0416,Order,114-1003679-6670999,2026-04-16,PH-SHAMPOO-OAT,1,15.99,0.00,-0.00,-2.40,-3.95,0.00,0.00,9.64
2026-STL-0416,Order,114-1003680-6965497,2026-04-16,PH-SHAMPOO-OAT,1,15.99,0.00,-3.20,-1.92,-3.95,0.00,0.00,6.92
2026-STL-0416,Order,114-1003681-5617378,2026-04-16,PH-SHAMPOO-OAT,1,15.99,0.00,-0.00,-2.40,-3.95,0.00,0.00,9.64
2026-STL-0416,Order,114-1003834-4577194,2026-04-16,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0416,Order,114-1003835-5325450,2026-04-16,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0416,Order,114-1003836-7765944,2026-04-16,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0416,Refund,114-1003998-8702666,2026-04-16,PH-BED-MED-GRY,-1,-42.99,0.00,0.00,5.16,0.00,0.00,0.00,-37.83
2026-STL-0416,Order,114-1004005-4520198,2026-04-16,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0416,Order,114-1004108-1704032,2026-04-16,PH-BRUSH-DBL,1,12.99,0.00,-2.60,-1.56,-3.45,0.00,0.00,5.38
2026-STL-0416,Order,114-1004109-7978124,2026-04-16,PH-BRUSH-DBL,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0416,Order,114-1004249-4521540,2026-04-16,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0416,Order,114-1004250-5310948,2026-04-16,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0416,Order,114-1004251-6728665,2026-04-16,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0417,Order,114-1000044-2833230,2026-04-17,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0417,Order,114-1000045-8077999,2026-04-17,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0417,Order,114-1000046-2264748,2026-04-17,PF-WHEY-CHOC,1,44.99,0.00,-4.50,-6.07,-6.10,0.00,0.00,28.32
2026-STL-0417,Order,114-1000047-1848731,2026-04-17,PF-WHEY-CHOC,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0417,Order,114-1000362-5791184,2026-04-17,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0417,Order,114-1000363-3277144,2026-04-17,PF-WHEY-VAN,3,134.97,0.00,-0.00,-20.25,-18.30,0.00,0.00,96.42
2026-STL-0417,Order,114-1000364-8467726,2026-04-17,PF-WHEY-VAN,1,44.99,0.00,-4.50,-6.07,-6.10,0.00,0.00,28.32
2026-STL-0417,Order,114-1000365-6361793,2026-04-17,PF-WHEY-VAN,1,44.99,0.00,-9.00,-5.40,-6.10,0.00,0.00,24.49
2026-STL-0417,Order,114-1000563-3906397,2026-04-17,PF-PREWKT-BERRY,2,65.98,0.00,-6.60,-8.91,-8.70,0.00,0.00,41.77
2026-STL-0417,Order,114-1000764-3529642,2026-04-17,PF-CREATINE-300,1,24.99,0.00,-2.50,-3.37,-4.05,0.00,0.00,15.07
2026-STL-0417,Order,114-1000765-8676774,2026-04-17,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0417,Order,114-1000766-2355791,2026-04-17,PF-CREATINE-300,2,49.98,0.00,-0.00,-7.50,-8.10,0.00,0.00,34.38
2026-STL-0417,Order,114-1000767-1973306,2026-04-17,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0417,Order,114-1001185-1902612,2026-04-17,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0417,Order,114-1001186-8479891,2026-04-17,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0417,Order,114-1001187-9950391,2026-04-17,PF-SHAKER-28,1,12.99,0.00,-1.30,-1.75,-3.45,0.00,0.00,6.49
2026-STL-0417,Order,114-1001188-3211157,2026-04-17,PF-SHAKER-28,2,25.98,0.00,-0.00,-3.90,-6.90,0.00,0.00,15.18
2026-STL-0417,Order,114-1001385-4594921,2026-04-17,PF-ELECTRO-CIT,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0417,Order,114-1001386-6272748,2026-04-17,PF-ELECTRO-CIT,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0417,Order,114-1001529-3557220,2026-04-17,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0417,Order,114-1001530-1329299,2026-04-17,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0417,Order,114-1001531-7572195,2026-04-17,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0417,Order,114-1001532-8244199,2026-04-17,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0417,Refund,114-1001890-3064357,2026-04-17,GT-SERUM-HA,-1,-24.99,0.00,2.50,2.70,0.00,0.00,0.00,-19.79
2026-STL-0417,Order,114-1001935-9649141,2026-04-17,GT-SERUM-HA,1,24.99,0.00,-2.50,-3.37,-3.55,0.00,0.00,15.57
2026-STL-0417,Order,114-1001936-9191751,2026-04-17,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0417,Order,114-1001937-6005493,2026-04-17,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0417,Order,114-1001938-4123208,2026-04-17,GT-SERUM-HA,1,24.99,0.00,-2.50,-3.37,-3.55,0.00,0.00,15.57
2026-STL-0417,Order,114-1002244-5875071,2026-04-17,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0417,Order,114-1002245-3037470,2026-04-17,GT-MOIST-50ML,1,22.99,0.00,-2.30,-3.10,-3.60,0.00,0.00,13.99
2026-STL-0417,Refund,114-1002419-6057767,2026-04-17,GT-CLEANSE-150,-1,-16.99,0.00,0.00,2.04,0.00,0.00,0.00,-14.95
2026-STL-0417,Order,114-1002439-3135445,2026-04-17,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0417,Order,114-1002591-6112711,2026-04-17,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0417,Order,114-1002723-9175606,2026-04-17,GT-EYE-CREAM,2,53.98,0.00,-0.00,-8.10,-7.00,0.00,0.00,38.88
2026-STL-0417,Order,114-1002724-7082569,2026-04-17,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0417,Order,114-1002847-4463711,2026-04-17,GT-SPF30-TINT,2,47.98,0.00,-0.00,-7.20,-7.20,0.00,0.00,33.58
2026-STL-0417,Order,114-1002848-3614824,2026-04-17,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0417,Order,114-1002849-3528045,2026-04-17,GT-SPF30-TINT,1,23.99,0.00,-2.40,-3.24,-3.60,0.00,0.00,14.75
2026-STL-0417,Order,114-1003011-2577152,2026-04-17,GT-ROLLER-JADE,1,13.99,0.00,-0.00,-2.10,-3.40,0.00,0.00,8.49
2026-STL-0417,Order,114-1003118-8355095,2026-04-17,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0417,Order,114-1003119-9488394,2026-04-17,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0417,Order,114-1003120-7340529,2026-04-17,PH-CHEW-BULLY-6,3,89.97,0.00,-9.00,-12.15,-13.80,0.00,0.00,55.02
2026-STL-0417,Order,114-1003384-5872117,2026-04-17,PH-TREAT-SALMON,3,56.97,0.00,-5.70,-7.69,-11.70,0.00,0.00,31.88
2026-STL-0417,Order,114-1003385-1083198,2026-04-17,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0417,Order,114-1003386-6748029,2026-04-17,PH-TREAT-SALMON,3,56.97,0.00,-0.00,-8.55,-11.70,0.00,0.00,36.72
2026-STL-0417,Order,114-1003387-9868569,2026-04-17,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0417,Order,114-1003682-4724585,2026-04-17,PH-SHAMPOO-OAT,1,15.99,0.00,-0.00,-2.40,-3.95,0.00,0.00,9.64
2026-STL-0417,Order,114-1003683-4824400,2026-04-17,PH-SHAMPOO-OAT,1,15.99,0.00,-0.00,-2.40,-3.95,0.00,0.00,9.64
2026-STL-0417,Order,114-1003684-5337440,2026-04-17,PH-SHAMPOO-OAT,2,31.98,0.00,-0.00,-4.80,-7.90,0.00,0.00,19.28
2026-STL-0417,Order,114-1003837-5978973,2026-04-17,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0417,Order,114-1003838-7038842,2026-04-17,PH-TOY-ROPE-L,2,27.98,0.00,-0.00,-4.20,-7.50,0.00,0.00,16.28
2026-STL-0417,Order,114-1004006-3707604,2026-04-17,PH-BED-MED-GRY,3,128.97,0.00,-0.00,-19.35,-37.20,0.00,0.00,72.42
2026-STL-0417,Order,114-1004007-5899566,2026-04-17,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0417,Order,114-1004008-3588439,2026-04-17,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0417,Order,114-1004009-4089229,2026-04-17,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0417,Order,114-1004110-2240405,2026-04-17,PH-BRUSH-DBL,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0417,Order,114-1004111-5888009,2026-04-17,PH-BRUSH-DBL,1,12.99,0.00,-1.30,-1.75,-3.45,0.00,0.00,6.49
2026-STL-0417,Order,114-1004252-1809068,2026-04-17,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0417,Order,114-1004253-1284573,2026-04-17,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0418,Order,114-1000048-2564689,2026-04-18,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0418,Order,114-1000049-9147706,2026-04-18,PF-WHEY-CHOC,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0418,Order,114-1000050-3762152,2026-04-18,PF-WHEY-CHOC,2,89.98,0.00,-9.00,-12.15,-12.20,0.00,0.00,56.63
2026-STL-0418,Order,114-1000051-8633773,2026-04-18,PF-WHEY-CHOC,3,134.97,0.00,-0.00,-20.25,-18.30,0.00,0.00,96.42
2026-STL-0418,Order,114-1000366-3642499,2026-04-18,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0418,Order,114-1000367-7064832,2026-04-18,PF-WHEY-VAN,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0418,Order,114-1000564-6277776,2026-04-18,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0418,Order,114-1000565-1160783,2026-04-18,PF-PREWKT-BERRY,1,32.99,0.00,-3.30,-4.45,-4.35,0.00,0.00,20.89
2026-STL-0418,Order,114-1000768-2477088,2026-04-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0418,Order,114-1000769-8197852,2026-04-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0418,Order,114-1000770-4345615,2026-04-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0418,Order,114-1000771-9909268,2026-04-18,PF-CREATINE-300,2,49.98,0.00,-5.00,-6.75,-8.10,0.00,0.00,30.13
2026-STL-0418,Order,114-1000772-5174559,2026-04-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0418,Order,114-1001189-8808058,2026-04-18,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0418,Order,114-1001190-5329406,2026-04-18,PF-SHAKER-28,2,25.98,0.00,-0.00,-3.90,-6.90,0.00,0.00,15.18
2026-STL-0418,Order,114-1001306-1085187,2026-04-18,PF-VEGAN-CHOC,2,79.98,0.00,-8.00,-10.80,-12.20,0.00,0.00,48.98
2026-STL-0418,Order,114-1001387-1681298,2026-04-18,PF-ELECTRO-CIT,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0418,Order,114-1001388-8666277,2026-04-18,PF-ELECTRO-CIT,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0418,Order,114-1001533-5878387,2026-04-18,GT-SERUM-VITC,2,57.98,0.00,-0.00,-8.70,-7.10,0.00,0.00,42.18
2026-STL-0418,Order,114-1001534-9185628,2026-04-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0418,Order,114-1001535-6299086,2026-04-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0418,Order,114-1001536-8941293,2026-04-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0418,Order,114-1001537-8521651,2026-04-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0418,Order,114-1001939-3578837,2026-04-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0418,Order,114-1001940-5196564,2026-04-18,GT-SERUM-HA,2,49.98,0.00,-0.00,-7.50,-7.10,0.00,0.00,35.38
2026-STL-0418,Order,114-1001941-8186377,2026-04-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0418,Order,114-1001942-8358018,2026-04-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0418,Order,114-1001943-8280643,2026-04-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0418,Order,114-1002246-1889532,2026-04-18,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0418,Order,114-1002247-9309833,2026-04-18,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0418,Order,114-1002248-3596701,2026-04-18,GT-MOIST-50ML,2,45.98,0.00,-0.00,-6.90,-7.20,0.00,0.00,31.88
2026-STL-0418,Order,114-1002249-1108226,2026-04-18,GT-MOIST-50ML,1,22.99,0.00,-4.60,-2.76,-3.60,0.00,0.00,12.03
2026-STL-0418,Order,114-1002250-2126456,2026-04-18,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0418,Order,114-1002440-2906975,2026-04-18,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0418,Order,114-1002441-9801144,2026-04-18,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0418,Order,114-1002442-7700915,2026-04-18,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
